Fold,Epoch,Validation Accuracy,Model,Validation Positive Parity,Training Accuracy,Validation Accuracy Parity,Validation Counterfactual Invariance,Validation Recall Parity,Validation TNR Parity
0,0,0.7563025210084033,Pareto,0.0,0.7577569489334195,0.1313769568089167,1.0,0.0,0.0
0,1,0.7601809954751131,Pareto,0.0,0.7567873303167421,0.1289930804104032,1.0,0.0,0.0
0,2,0.7601809954751131,Pareto,0.0,0.7567873303167421,0.1323213094276092,1.0,0.0,0.0
0,3,0.7559793148028442,Pareto,0.0,0.7578377504848093,0.1213243264847065,1.0,0.0,0.0
0,4,0.7546864899806076,Pareto,0.0,0.7581609566903684,0.1462287452786269,1.0,0.0,0.0
0,0,0.8545572074983839,Regularized_Selection_0.2,2.5795702400598874,0.9999191984486102,0.0512330192529102,0.952650290885585,1.435278806687356,0.1880834349883637
0,1,0.8532643826761473,Regularized_Selection_0.2,2.46957766642806,0.9999595992243052,0.0868205678835599,0.9505494505494504,1.0721377912867276,0.0409430707303047
0,2,0.8545572074983839,Regularized_Selection_0.2,2.780596748257996,0.9999595992243052,0.0616525592178792,0.9460245636716224,1.3932316798558837,0.1827696540175233
0,3,0.8595669036845508,Regularized_Selection_0.2,2.1398303651938684,0.9999595992243052,0.0612623705101902,0.95458952811894,1.1399771609276177,0.0772287784428236
0,4,0.8558500323206205,Regularized_Selection_0.2,2.3870018136041016,0.9999595992243052,0.0867608528471333,0.9486102133160956,1.026044803083223,0.0161900127274088
0,0,0.8563348416289592,Regularized_Selection_0.5,2.45414214279859,0.9999595992243052,0.0457781448827421,0.9487718164188752,1.4336570227249976,0.1873826641404311
0,1,0.8532643826761473,Regularized_Selection_0.5,2.4654479378888827,0.9999191984486102,0.088666189453591,0.9486102133160956,1.0594095332343725,0.0345217557983515
0,2,0.8566580478345184,Regularized_Selection_0.5,2.689370763492104,0.9999191984486102,0.0537177427961015,0.949256625727214,1.43677016985138,0.1968541610597768
0,3,0.8613445378151261,Regularized_Selection_0.5,2.288283739104298,1.0,0.0558074961400222,0.9544279250161604,1.2268446943078002,0.1173334625730001
0,4,0.8573044602456367,Regularized_Selection_0.5,2.3986492066842247,0.9999595992243052,0.0851365972975934,0.9453781512605042,1.034041243459526,0.0207007561578198
0,0,0.8555268261150614,Regularized_Selection_0.7,2.35519417928547,1.0,0.0484154107423078,0.9499030381383322,1.3622985283812197,0.1654943895074705
0,1,0.8511635423400129,Regularized_Selection_0.7,2.288019782651136,0.9999595992243052,0.0854557384872345,0.952973497091144,1.0398812469074716,0.0231742380678551
0,2,0.8531027795733678,Regularized_Selection_0.7,2.760798195461855,0.9999191984486102,0.0595191344650127,0.9486102133160956,1.424208244869073,0.1911924483916948
0,3,0.856819650937298,Regularized_Selection_0.7,2.347196915518796,0.9999595992243052,0.0643281955778186,0.9520038784744668,1.19967205434528,0.1032786487992827
