Fold,Epoch,Training Accuracy,Model,Validation Accuracy,Validation Recall Parity,Validation Positive Parity,Validation Accuracy Parity,Validation TNR Parity,Validation Counterfactual Invariance
0,2,1.0,XGBClassifier_5,0.9799398194583752,1.0193736290069864,1.3248009101251421,0.0010130955050114965,0.01870939029817531,0.9989969909729187
0,3,1.0,XGBClassifier_5,0.9859578736208626,1.0095541401273886,1.2844988344988346,0.007385279229939479,0.009463722397476393,0.9989969909729187
0,4,1.0,XGBClassifier_5,0.991008991008991,1.0061349693251533,1.458450274557657,0.010697887970615327,0.0060975609756097615,0.998001998001998
0,0,0.5200400801603207,Pareto,0.5325977933801405,0.0,0.0,0.12512498863739657,0.0,1.0
0,1,0.5172845691382766,Pareto,0.5436308926780341,0.0,0.0,0.14018362459707823,0.0,1.0
0,2,0.5275551102204409,Pareto,0.5025075225677031,0.0,0.0,0.12199081570796272,0.0,1.0
0,3,0.5258016032064128,Pareto,0.5095285857572718,0.0,0.0,0.12440461372500206,0.0,1.0
0,4,0.5220661985957874,Pareto,0.5244755244755245,0.0,0.0,0.16841138659320481,0.0,1.0
0,0,1.0,Regularized_Selection_0.2,0.9919759277833501,1.0066889632107023,1.3344847438111687,0.013816925734024155,0.006644518272425293,1.0
0,1,1.0,Regularized_Selection_0.2,0.9859578736208626,1.0002164970772895,1.4110772976262933,0.015752272520115018,0.00021505376344088667,1.0
0,2,1.0,Regularized_Selection_0.2,0.9859578736208626,1.0036657681940702,1.310550950755729,0.01561163565099688,0.0036315086782376937,1.0
0,3,1.0,Regularized_Selection_0.2,0.9849548645937813,1.0031645569620253,1.3045066045066047,0.009094680939341182,0.003154574132492094,1.0
0,4,1.0,Regularized_Selection_0.2,0.99000999000999,1.0,1.4661818181818183,0.00817263544536273,0.0,1.0
0,0,1.0,Regularized_Selection_0.5,0.9919759277833501,1.0066889632107023,1.3344847438111687,0.013816925734024155,0.006644518272425293,1.0
0,1,1.0,Regularized_Selection_0.5,0.9859578736208626,1.0002164970772895,1.4110772976262933,0.015752272520115018,0.00021505376344088667,1.0
0,2,1.0,Regularized_Selection_0.5,0.9859578736208626,1.0036657681940702,1.310550950755729,0.01561163565099688,0.0036315086782376937,1.0
0,3,1.0,Regularized_Selection_0.5,0.9849548645937813,1.0031645569620253,1.3045066045066047,0.009094680939341182,0.003154574132492094,1.0
0,4,1.0,Regularized_Selection_0.5,0.99000999000999,1.0,1.4661818181818183,0.00817263544536273,0.0,1.0
0,0,1.0,Regularized_Selection_0.7,0.9919759277833501,1.0066889632107023,1.3344847438111687,0.013816925734024155,0.006644518272425293,1.0
0,1,1.0,Regularized_Selection_0.7,0.9859578736208626,1.0002164970772895,1.4110772976262933,0.015752272520115018,0.00021505376344088667,1.0
0,2,1.0,Regularized_Selection_0.7,0.9859578736208626,1.0036657681940702,1.310550950755729,0.01561163565099688,0.0036315086782376937,1.0
0,3,1.0,Regularized_Selection_0.7,0.9849548645937813,1.0031645569620253,1.3045066045066047,0.009094680939341182,0.003154574132492094,1.0
0,4,1.0,Regularized_Selection_0.7,0.99000999000999,1.0,1.4661818181818183,0.00817263544536273,0.0,1.0
0,0,0.9959919839679359,Decoupled_Classifier_0.2,0.9909729187562688,1.0027550441617372,1.338860103626943,0.007305121022055827,0.0027383469243934533,1.0
0,1,0.9902304609218436,Decoupled_Classifier_0.2,0.9839518555667001,1.0135135135135136,1.3577138418719052,0.010921354645718861,0.013333333333333308,0.9859578736208626
0,2,0.9914829659318637,Decoupled_Classifier_0.2,0.9869608826479438,1.0132244897959184,1.2712244027303754,0.009765576343389593,0.01297730307076106,0.9929789368104313
0,3,0.9902304609218436,Decoupled_Classifier_0.2,0.9849548645937813,1.0026749312819379,1.307936507936508,0.004958094763920062,0.0026593793558800094,0.9969909729187563
0,4,0.9897191574724172,Decoupled_Classifier_0.2,0.99000999000999,1.003058103975535,1.4574545454545453,0.00817263544536273,0.0030487804878048808,0.996003996003996
0,0,0.9959919839679359,Decoupled_Classifier_0.5,0.9909729187562688,1.0027550441617372,1.338860103626943,0.007305121022055827,0.0027383469243934533,1.0
0,1,0.9902304609218436,Decoupled_Classifier_0.5,0.9839518555667001,1.0135135135135136,1.3577138418719052,0.010921354645718861,0.013333333333333308,0.9859578736208626
0,2,0.9914829659318637,Decoupled_Classifier_0.5,0.9869608826479438,1.0132244897959184,1.2712244027303754,0.009765576343389593,0.01297730307076106,0.9929789368104313
0,3,0.9902304609218436,Decoupled_Classifier_0.5,0.9849548645937813,1.0026749312819379,1.307936507936508,0.004958094763920062,0.0026593793558800094,0.9969909729187563
0,4,0.9897191574724172,Decoupled_Classifier_0.5,0.99000999000999,1.003058103975535,1.4574545454545453,0.00817263544536273,0.0030487804878048808,0.996003996003996
0,0,0.9959919839679359,Decoupled_Classifier_0.7,0.9909729187562688,1.0027550441617372,1.338860103626943,0.007305121022055827,0.0027383469243934533,1.0
0,1,0.9902304609218436,Decoupled_Classifier_0.7,0.9839518555667001,1.0135135135135136,1.3577138418719052,0.010921354645718861,0.013333333333333308,0.9859578736208626
0,2,0.9914829659318637,Decoupled_Classifier_0.7,0.9869608826479438,1.0132244897959184,1.2712244027303754,0.009765576343389593,0.01297730307076106,0.9929789368104313
0,3,0.9899799599198397,Decoupled_Classifier_0.7,0.9849548645937813,1.0026749312819379,1.307936507936508,0.004958094763920062,0.0026593793558800094,0.9969909729187563
0,4,0.9897191574724172,Decoupled_Classifier_0.7,0.99000999000999,1.003058103975535,1.4574545454545453,0.00817263544536273,0.0030487804878048808,0.996003996003996
0,0,1.0,RPT_RandomForestClassifier_0,0.9939819458375125,1.0,1.3432354634427173,0.010362694300518172,0.0,0.9989969909729187
0,1,1.0,RPT_RandomForestClassifier_0,0.9869608826479438,1.0067114093959733,1.4020319303338171,0.018167731457313097,0.00666666666666671,1.0
0,2,1.0,RPT_RandomForestClassifier_0,0.9859578736208626,1.0005194805194806,1.3070896680111699,0.011472060985027732,0.0005162438807299052,0.9989969909729187
0,3,1.0,RPT_RandomForestClassifier_0,0.9839518555667001,1.0004983388704318,1.303912087912088,0.006667496473321766,0.0004951947766120846,1.0
0,4,1.0,RPT_RandomForestClassifier_0,0.989010989010989,1.003058103975535,1.461818181818182,0.009825528007346152,0.0030487804878048808,1.0
0,0,0.9734468937875751,Massage_RandomForestClassifier_0_0.2,0.9929789368104313,1.0033333333333334,1.338860103626943,0.012089810017271163,0.0033222591362126463,1.0
0,1,1.0,Massage_RandomForestClassifier_0_0.2,0.9859578736208626,1.0002164970772895,1.4110772976262933,0.015752272520115018,0.00021505376344088667,0.9989969909729187
0,2,1.0,Massage_RandomForestClassifier_0_0.2,0.9859578736208626,1.0100180831826402,1.294519746465139,0.01561163565099688,0.00986203827325327,1.0
0,3,1.0,Massage_RandomForestClassifier_0_0.2,0.9839518555667001,1.0095541401273886,1.2925019425019426,0.010804082648742885,0.009463722397476393,0.9989969909729187
0,4,1.0,Massage_RandomForestClassifier_0_0.2,0.991008991008991,1.0,1.461818181818182,0.006519742883379198,0.0,1.0
0,0,0.9303607214428857,Massage_RandomForestClassifier_0_0.5,0.9899699097291875,1.0100671140939597,1.3344847438111687,0.01727115716753025,0.009966777408637828,0.9989969909729187
0,1,1.0,Massage_RandomForestClassifier_0_0.5,0.9839518555667001,1.0101010101010102,1.379790259895347,0.015052079449126121,0.010000000000000009,1.0
0,2,1.0,Massage_RandomForestClassifier_0_0.5,0.9839518555667001,1.0132244897959184,1.283179491157307,0.014885030268304233,0.01297730307076106,1.0
0,3,1.0,Massage_RandomForestClassifier_0_0.5,0.9859578736208626,1.0031645569620253,1.3005050505050506,0.007385279229939479,0.003154574132492094,1.0
0,4,1.0,Massage_RandomForestClassifier_0_0.5,0.99000999000999,1.003058103975535,1.4574545454545453,0.00817263544536273,0.0030487804878048808,0.999000999000999
0,0,0.9093186372745491,Massage_RandomForestClassifier_0_0.7,0.9889669007021064,1.0134680134680134,1.3177476746363692,0.014878812669922636,0.013289036544850474,1.0
0,1,1.0,Massage_RandomForestClassifier_0_0.7,0.9849548645937813,1.0002164970772895,1.4020319303338171,0.01333681358291694,0.00021505376344088667,1.0
0,2,1.0,Massage_RandomForestClassifier_0_0.7,0.9879638916750251,1.006831906264083,1.294519746465139,0.01219866636772049,0.006746773475745482,1.0
0,3,1.0,Massage_RandomForestClassifier_0_0.7,0.9869608826479438,1.0031645569620253,1.307936507936508,0.009812463695958895,0.003154574132492094,0.9989969909729187
0,4,1.0,Massage_RandomForestClassifier_0_0.7,0.99000999000999,1.003058103975535,1.4574545454545453,0.00817263544536273,0.0030487804878048808,0.999000999000999
0,0,1.0,RPT_RandomForestClassifier_1,0.9929789368104313,1.0033333333333334,1.338860103626943,0.012089810017271163,0.0033222591362126463,0.9989969909729187
0,1,1.0,RPT_RandomForestClassifier_1,0.9879638916750251,1.0,1.4021479061738646,0.012321740787696434,0.0,1.0
0,2,1.0,RPT_RandomForestClassifier_1,0.9869608826479438,1.0036657681940702,1.2951345795842384,0.009765576343389593,0.0036315086782376937,1.0
0,3,1.0,RPT_RandomForestClassifier_1,0.9859578736208626,1.0031645569620253,1.3005050505050506,0.007385279229939479,0.003154574132492094,1.0
0,4,1.0,RPT_RandomForestClassifier_1,0.991008991008991,1.0,1.461818181818182,0.006519742883379198,0.0,1.0
0,0,0.9721943887775552,Massage_RandomForestClassifier_1_0.2,0.9929789368104313,1.0033333333333334,1.338860103626943,0.012089810017271163,0.0033222591362126463,1.0
0,1,1.0,Massage_RandomForestClassifier_1_0.2,0.9869608826479438,1.0067114093959733,1.4020319303338171,0.018167731457313097,0.00666666666666671,0.9989969909729187
0,2,1.0,Massage_RandomForestClassifier_1_0.2,0.9879638916750251,1.0005194805194806,1.299119609059882,0.008059091701751342,0.0005162438807299052,1.0
0,3,1.0,Massage_RandomForestClassifier_1_0.2,0.9869608826479438,1.0031645569620253,1.2965034965034967,0.005675877520537664,0.003154574132492094,1.0
0,4,1.0,Massage_RandomForestClassifier_1_0.2,0.99000999000999,1.0,1.4661818181818183,0.00817263544536273,0.0,1.0
0,0,0.9356212424849699,Massage_RandomForestClassifier_1_0.5,0.9919759277833501,1.0066889632107023,1.3344847438111687,0.013816925734024155,0.006644518272425293,0.9989969909729187
0,1,1.0,Massage_RandomForestClassifier_1_0.5,0.9869608826479438,1.0067114093959733,1.4020319303338171,0.018167731457313097,0.00666666666666671,1.0
0,2,1.0,Massage_RandomForestClassifier_1_0.5,0.9869608826479438,1.006831906264083,1.2985275475377864,0.01390515100935863,0.006746773475745482,1.0
0,3,1.0,Massage_RandomForestClassifier_1_0.5,0.9879638916750251,1.0031645569620253,1.303912087912088,0.00810306198655708,0.003154574132492094,1.0
0,4,1.0,Massage_RandomForestClassifier_1_0.5,0.99000999000999,1.0,1.4661818181818183,0.00817263544536273,0.0,0.999000999000999
0,0,0.9100701402805611,Massage_RandomForestClassifier_1_0.7,0.9909729187562688,1.0066889632107023,1.338860103626943,0.015544041450777257,0.006644518272425293,0.9979939819458375
0,1,1.0,Massage_RandomForestClassifier_1_0.7,0.9859578736208626,1.003138528138528,1.4065839820556802,0.011621547716707648,0.0031182795698925236,1.0
0,2,1.0,Massage_RandomForestClassifier_1_0.7,0.9859578736208626,1.0100180831826402,1.294519746465139,0.01561163565099688,0.00986203827325327,1.0
0,3,1.0,Massage_RandomForestClassifier_1_0.7,0.9859578736208626,1.0031645569620253,1.3005050505050506,0.007385279229939479,0.003154574132492094,1.0
0,4,1.0,Massage_RandomForestClassifier_1_0.7,0.991008991008991,1.0,1.461818181818182,0.006519742883379198,0.0,1.0
0,0,1.0,RPT_RandomForestClassifier_2,0.9929789368104313,1.0033333333333334,1.338860103626943,0.012089810017271163,0.0033222591362126463,1.0
0,1,1.0,RPT_RandomForestClassifier_2,0.9869608826479438,1.003138528138528,1.4156587174237814,0.014037006653905726,0.0031182795698925236,0.9989969909729187
0,2,1.0,RPT_RandomForestClassifier_2,0.9869608826479438,1.0036657681940702,1.2951345795842384,0.009765576343389593,0.0036315086782376937,0.9989969909729187
0,3,1.0,RPT_RandomForestClassifier_2,0.9869608826479438,1.0031645569620253,1.2965034965034967,0.005675877520537664,0.003154574132492094,1.0
0,4,1.0,RPT_RandomForestClassifier_2,0.991008991008991,1.0,1.461818181818182,0.006519742883379198,0.0,1.0
0,0,0.9721943887775552,Massage_RandomForestClassifier_2_0.2,0.9919759277833501,1.0033333333333334,1.3432354634427173,0.013816925734024155,0.0033222591362126463,0.9989969909729187
0,1,1.0,Massage_RandomForestClassifier_2_0.2,0.9859578736208626,1.0067114093959733,1.3931017906501622,0.015752272520115018,0.00666666666666671,1.0
0,2,1.0,Massage_RandomForestClassifier_2_0.2,0.9859578736208626,1.006831906264083,1.2911495501085946,0.011472060985027732,0.006746773475745482,0.9979939819458375
0,3,1.0,Massage_RandomForestClassifier_2_0.2,0.9869608826479438,1.0031645569620253,1.2965034965034967,0.005675877520537664,0.003154574132492094,1.0
0,4,1.0,Massage_RandomForestClassifier_2_0.2,0.991008991008991,1.0,1.461818181818182,0.006519742883379198,0.0,1.0
0,0,0.9328657314629258,Massage_RandomForestClassifier_2_0.5,0.9919759277833501,1.0033333333333334,1.3432354634427173,0.013816925734024155,0.0033222591362126463,1.0
0,1,1.0,Massage_RandomForestClassifier_2_0.5,0.9869608826479438,1.0067114093959733,1.4020319303338171,0.018167731457313097,0.00666666666666671,0.9989969909729187
0,2,1.0,Massage_RandomForestClassifier_2_0.5,0.9859578736208626,1.006831906264083,1.2911495501085946,0.011472060985027732,0.006746773475745482,1.0
0,3,1.0,Massage_RandomForestClassifier_2_0.5,0.9859578736208626,1.0063492063492063,1.2925019425019426,0.007385279229939479,0.006309148264984188,1.0
0,4,1.0,Massage_RandomForestClassifier_2_0.5,0.991008991008991,1.0,1.461818181818182,0.006519742883379198,0.0,1.0
0,0,0.907565130260521,Massage_RandomForestClassifier_2_0.7,0.9909729187562688,1.0033333333333334,1.3476108232584918,0.015544041450777257,0.0033222591362126463,1.0
0,1,1.0,Massage_RandomForestClassifier_2_0.7,0.9839518555667001,1.003584229390681,1.397479878611954,0.015052079449126121,0.003548387096774186,0.9989969909729187
0,2,1.0,Massage_RandomForestClassifier_2_0.7,0.9879638916750251,1.0036657681940702,1.302535348610434,0.01219866636772049,0.0036315086782376937,1.0
0,3,1.0,Massage_RandomForestClassifier_2_0.7,0.9869608826479438,1.0031645569620253,1.2965034965034967,0.005675877520537664,0.003154574132492094,1.0
0,4,1.0,Massage_RandomForestClassifier_2_0.7,0.991008991008991,1.0,1.461818181818182,0.006519742883379198,0.0,1.0
0,0,1.0,RPT_XGBClassifier_3,0.9909729187562688,1.0066889632107023,1.338860103626943,0.015544041450777257,0.006644518272425293,1.0
0,1,1.0,RPT_XGBClassifier_3,0.9849548645937813,1.0004359197907584,1.4017954601144995,0.01333681358291694,0.0004301075268816623,1.0
0,2,1.0,RPT_XGBClassifier_3,0.9829488465396189,1.001578231292517,1.2938978462986939,0.008312365578004188,0.0015487316421896047,0.9939819458375125
0,3,1.0,RPT_XGBClassifier_3,0.9869608826479438,1.0063492063492063,1.2885003885003887,0.005675877520537664,0.006309148264984188,1.0
0,4,1.0,RPT_XGBClassifier_3,0.99000999000999,1.0061349693251533,1.462843197071385,0.012350780532598749,0.0060975609756097615,0.999000999000999
0,0,0.9736973947895792,Massage_XGBClassifier_3_0.2,0.9919759277833501,1.0033333333333334,1.3432354634427173,0.013816925734024155,0.0033222591362126463,0.9989969909729187
0,1,1.0,Massage_XGBClassifier_3_0.2,0.9849548645937813,1.0004359197907584,1.4017954601144995,0.01333681358291694,0.0004301075268816623,1.0
0,2,1.0,Massage_XGBClassifier_3_0.2,0.9829488465396189,1.001578231292517,1.2938978462986939,0.008312365578004188,0.0015487316421896047,0.9939819458375125
0,3,1.0,Massage_XGBClassifier_3_0.2,0.9869608826479438,1.0063492063492063,1.2885003885003887,0.005675877520537664,0.006309148264984188,1.0
0,4,1.0,Massage_XGBClassifier_3_0.2,0.99000999000999,1.0061349693251533,1.462843197071385,0.012350780532598749,0.0060975609756097615,0.999000999000999
0,0,0.9461422845691383,Massage_XGBClassifier_3_0.5,0.9919759277833501,1.0134680134680134,1.3169833045480714,0.013816925734024155,0.013289036544850474,0.9969909729187563
0,1,1.0,Massage_XGBClassifier_3_0.5,0.9849548645937813,1.0004359197907584,1.4017954601144995,0.01333681358291694,0.0004301075268816623,1.0
0,2,1.0,Massage_XGBClassifier_3_0.5,0.9829488465396189,1.001578231292517,1.2938978462986939,0.008312365578004188,0.0015487316421896047,0.9939819458375125
0,3,1.0,Massage_XGBClassifier_3_0.5,0.9869608826479438,1.0063492063492063,1.2885003885003887,0.005675877520537664,0.006309148264984188,1.0
0,4,1.0,Massage_XGBClassifier_3_0.5,0.99000999000999,1.0061349693251533,1.462843197071385,0.012350780532598749,0.0060975609756097615,0.999000999000999
0,0,0.9316132264529058,Massage_XGBClassifier_3_0.7,0.9919759277833501,1.0066889632107023,1.3344847438111687,0.013816925734024155,0.006644518272425293,0.995987963891675
0,1,1.0,Massage_XGBClassifier_3_0.7,0.9849548645937813,1.0004359197907584,1.4017954601144995,0.01333681358291694,0.0004301075268816623,1.0
0,2,1.0,Massage_XGBClassifier_3_0.7,0.9829488465396189,1.001578231292517,1.2938978462986939,0.008312365578004188,0.0015487316421896047,0.9939819458375125
0,3,1.0,Massage_XGBClassifier_3_0.7,0.9869608826479438,1.0063492063492063,1.2885003885003887,0.005675877520537664,0.006309148264984188,1.0
0,4,1.0,Massage_XGBClassifier_3_0.7,0.99000999000999,1.0061349693251533,1.462843197071385,0.012350780532598749,0.0060975609756097615,0.999000999000999
0,0,1.0,RPT_XGBClassifier_4,0.9889669007021064,1.0134680134680134,1.3301093839953946,0.01899827288428324,0.013289036544850474,0.9979939819458375
0,1,1.0,RPT_XGBClassifier_4,0.9839518555667001,1.003827227993439,1.3971842908378072,0.015052079449126121,0.0037634408602150726,0.9989969909729187
0,2,1.0,RPT_XGBClassifier_4,0.9809428284854563,1.0042629939334318,1.305431158634023,0.007585760195311542,0.004165554072096178,0.9969909729187563
0,3,1.0,RPT_XGBClassifier_4,0.9869608826479438,1.0063492063492063,1.2885003885003887,0.005675877520537664,0.006309148264984188,1.0
0,4,1.0,RPT_XGBClassifier_4,0.99000999000999,1.0061349693251533,1.462843197071385,0.012350780532598749,0.0060975609756097615,0.999000999000999
0,0,0.9752004008016032,Massage_XGBClassifier_4_0.2,0.9929789368104313,1.0033333333333334,1.3264456790894146,0.007970349802910559,0.0033222591362126463,1.0
0,1,1.0,Massage_XGBClassifier_4_0.2,0.9839518555667001,1.003827227993439,1.3971842908378072,0.015052079449126121,0.0037634408602150726,0.9989969909729187
0,2,1.0,Massage_XGBClassifier_4_0.2,0.9809428284854563,1.0042629939334318,1.305431158634023,0.007585760195311542,0.004165554072096178,0.9969909729187563
0,3,1.0,Massage_XGBClassifier_4_0.2,0.9869608826479438,1.0063492063492063,1.2885003885003887,0.005675877520537664,0.006309148264984188,1.0
0,4,1.0,Massage_XGBClassifier_4_0.2,0.99000999000999,1.0061349693251533,1.462843197071385,0.012350780532598749,0.0060975609756097615,0.999000999000999
0,0,0.9338677354709419,Massage_XGBClassifier_4_0.5,0.9899699097291875,1.0134680134680134,1.3012110494037832,0.009032236738808819,0.013289036544850474,0.9969909729187563
0,1,1.0,Massage_XGBClassifier_4_0.5,0.9839518555667001,1.003827227993439,1.3971842908378072,0.015052079449126121,0.0037634408602150726,0.9989969909729187
0,2,1.0,Massage_XGBClassifier_4_0.5,0.9809428284854563,1.0042629939334318,1.305431158634023,0.007585760195311542,0.004165554072096178,0.9969909729187563
0,3,1.0,Massage_XGBClassifier_4_0.5,0.9869608826479438,1.0063492063492063,1.2885003885003887,0.005675877520537664,0.006309148264984188,1.0
0,4,1.0,Massage_XGBClassifier_4_0.5,0.99000999000999,1.0061349693251533,1.462843197071385,0.012350780532598749,0.0060975609756097615,0.999000999000999
0,0,0.9083166332665331,Massage_XGBClassifier_4_0.7,0.9829488465396189,1.014155110426297,1.281540301069994,0.0046442058986373436,0.013872948756669667,0.9939819458375125
0,1,1.0,Massage_XGBClassifier_4_0.7,0.9839518555667001,1.003827227993439,1.3971842908378072,0.015052079449126121,0.0037634408602150726,0.9989969909729187
0,2,1.0,Massage_XGBClassifier_4_0.7,0.9809428284854563,1.0042629939334318,1.305431158634023,0.007585760195311542,0.004165554072096178,0.9969909729187563
0,3,1.0,Massage_XGBClassifier_4_0.7,0.9869608826479438,1.0063492063492063,1.2885003885003887,0.005675877520537664,0.006309148264984188,1.0
0,4,1.0,Massage_XGBClassifier_4_0.7,0.99000999000999,1.0061349693251533,1.462843197071385,0.012350780532598749,0.0060975609756097615,0.999000999000999
0,0,1.0,RPT_XGBClassifier_5,0.9909729187562688,1.0100671140939597,1.3301093839953946,0.015544041450777257,0.009966777408637828,0.9979939819458375
0,1,1.0,RPT_XGBClassifier_5,0.9849548645937813,1.003827227993439,1.3925731215611148,0.01333681358291694,0.0037634408602150726,0.9989969909729187
0,2,1.0,RPT_XGBClassifier_5,0.9799398194583752,1.0193736290069864,1.3248009101251421,0.0010130955050114965,0.01870939029817531,0.9989969909729187
0,3,1.0,RPT_XGBClassifier_5,0.9859578736208626,1.0095541401273886,1.2844988344988346,0.007385279229939479,0.009463722397476393,0.9989969909729187
0,4,1.0,RPT_XGBClassifier_5,0.991008991008991,1.0061349693251533,1.458450274557657,0.010697887970615327,0.0060975609756097615,0.998001998001998
0,0,0.9767034068136272,Massage_XGBClassifier_5_0.2,0.9909729187562688,1.0134680134680134,1.3213586643638457,0.015544041450777257,0.013289036544850474,0.9989969909729187
0,1,1.0,Massage_XGBClassifier_5_0.2,0.9849548645937813,1.003827227993439,1.3925731215611148,0.01333681358291694,0.0037634408602150726,0.9989969909729187
0,2,1.0,Massage_XGBClassifier_5_0.2,0.9799398194583752,1.0193736290069864,1.3248009101251421,0.0010130955050114965,0.01870939029817531,0.9989969909729187
0,3,1.0,Massage_XGBClassifier_5_0.2,0.9859578736208626,1.0095541401273886,1.2844988344988346,0.007385279229939479,0.009463722397476393,0.9989969909729187
0,4,1.0,Massage_XGBClassifier_5_0.2,0.991008991008991,1.0061349693251533,1.458450274557657,0.010697887970615327,0.0060975609756097615,0.998001998001998
0,0,0.9346192384769539,Massage_XGBClassifier_5_0.5,0.9839518555667001,1.014155110426297,1.3012110494037832,0.01115601061060556,0.013872948756669667,0.995987963891675
0,1,1.0,Massage_XGBClassifier_5_0.5,0.9849548645937813,1.003827227993439,1.3925731215611148,0.01333681358291694,0.0037634408602150726,0.9989969909729187
0,2,1.0,Massage_XGBClassifier_5_0.5,0.9799398194583752,1.0193736290069864,1.3248009101251421,0.0010130955050114965,0.01870939029817531,0.9989969909729187
0,3,1.0,Massage_XGBClassifier_5_0.5,0.9859578736208626,1.0095541401273886,1.2844988344988346,0.007385279229939479,0.009463722397476393,0.9989969909729187
0,4,1.0,Massage_XGBClassifier_5_0.5,0.991008991008991,1.0061349693251533,1.458450274557657,0.010697887970615327,0.0060975609756097615,0.998001998001998
0,0,0.9085671342685371,Massage_XGBClassifier_5_0.7,0.9769307923771314,1.014155110426297,1.307171107091394,0.015006900199155515,0.013872948756669667,0.9949849548645938
0,1,1.0,Massage_XGBClassifier_5_0.7,0.9849548645937813,1.003827227993439,1.3925731215611148,0.01333681358291694,0.0037634408602150726,0.9989969909729187
0,2,1.0,Massage_XGBClassifier_5_0.7,0.9799398194583752,1.0193736290069864,1.3248009101251421,0.0010130955050114965,0.01870939029817531,0.9989969909729187
0,3,1.0,Massage_XGBClassifier_5_0.7,0.9859578736208626,1.0095541401273886,1.2844988344988346,0.007385279229939479,0.009463722397476393,0.9989969909729187
0,4,1.0,Massage_XGBClassifier_5_0.7,0.991008991008991,1.0061349693251533,1.458450274557657,0.010697887970615327,0.0060975609756097615,0.998001998001998
