Fold,Training Accuracy,Model,Validation Accuracy,Validation Recall Parity,Validation Positive Parity,Validation Accuracy Parity,Validation TNR Parity,Validation Counterfactual Invariance
3,0.9297430510665805,Massage_XGBClassifier_200_0.2,0.8702327084680026,1.2879831342234715,2.31540451447915,0.044153097728608204,0.1489567935638646,0.9675177763413058
4,0.9351971557853911,Massage_XGBClassifier_200_0.2,0.8687782805429864,1.0033181134964977,2.367859858402786,0.08267943309771442,0.0021898629931871305,0.9652553329023917
0,0.9353587588881707,Massage_XGBClassifier_200_0.5,0.8623141564318035,1.3410126138752627,2.6544372489548325,0.05646099283818107,0.1684012908025989,0.9634776987718164
1,0.9330963154492566,Massage_XGBClassifier_200_0.5,0.8673238526179703,1.1277585353785256,2.373918136266025,0.0675602481507993,0.07423806785508913,0.9545895281189399
2,0.9350355526826115,Massage_XGBClassifier_200_0.5,0.8668390433096316,1.2733825008380826,2.568083980299419,0.05742742894353303,0.14631739481474837,0.9618616677440207
3,0.9297430510665805,Massage_XGBClassifier_200_0.5,0.8702327084680026,1.2879831342234715,2.31540451447915,0.044153097728608204,0.1489567935638646,0.9675177763413058
4,0.9351971557853911,Massage_XGBClassifier_200_0.5,0.8687782805429864,1.0033181134964977,2.367859858402786,0.08267943309771442,0.0021898629931871305,0.9652553329023917
0,0.9353587588881707,Massage_XGBClassifier_200_0.7,0.8623141564318035,1.3410126138752627,2.6544372489548325,0.05646099283818107,0.1684012908025989,0.9634776987718164
1,0.9330963154492566,Massage_XGBClassifier_200_0.7,0.8673238526179703,1.1277585353785256,2.373918136266025,0.0675602481507993,0.07423806785508913,0.9545895281189399
2,0.9350355526826115,Massage_XGBClassifier_200_0.7,0.8668390433096316,1.2733825008380826,2.568083980299419,0.05742742894353303,0.14631739481474837,0.9618616677440207
3,0.9297430510665805,Massage_XGBClassifier_200_0.7,0.8702327084680026,1.2879831342234715,2.31540451447915,0.044153097728608204,0.1489567935638646,0.9675177763413058
4,0.9351971557853911,Massage_XGBClassifier_200_0.7,0.8687782805429864,1.0033181134964977,2.367859858402786,0.08267943309771442,0.0021898629931871305,0.9652553329023917
