Fold,Training Accuracy,Model,Validation Accuracy,Validation Recall Parity,Validation Positive Parity,Validation Accuracy Parity,Validation TNR Parity,Validation Counterfactual Invariance
2,0.9350355526826115,Regularized_Selection_0.5,0.8668390433096316,1.2733825008380826,2.568083980299419,0.05742742894353303,0.14631739481474837,0.9618616677440207
3,0.9057449903038138,Regularized_Selection_0.5,0.8737879767291532,1.2907003982197236,2.4494075585718127,0.047127769823317456,0.15036227494123633,0.9701034259857789
4,0.8941499676793795,Regularized_Selection_0.5,0.8695862960568843,1.043503396444573,2.2932062331176533,0.08522920468939288,0.028168750467919446,0.9297026502908856
0,0.9353587588881707,Regularized_Selection_0.7,0.8623141564318035,1.3410126138752627,2.6544372489548325,0.05646099283818107,0.1684012908025989,0.9634776987718164
1,0.9097850678733032,Regularized_Selection_0.7,0.8713639301874596,1.18917142362913,2.4290595751002826,0.05939513242662853,0.1048111941728963,0.9592760180995475
2,0.9350355526826115,Regularized_Selection_0.7,0.8668390433096316,1.2733825008380826,2.568083980299419,0.05742742894353303,0.14631739481474837,0.9618616677440207
3,0.9057449903038138,Regularized_Selection_0.7,0.8737879767291532,1.2907003982197236,2.4494075585718127,0.047127769823317456,0.15036227494123633,0.9701034259857789
4,0.8941499676793795,Regularized_Selection_0.7,0.8695862960568843,1.043503396444573,2.2932062331176533,0.08522920468939288,0.028168750467919446,0.9297026502908856
0,0.8539511958629605,Decoupled_Classifier_0.2,0.8372656755009696,1.2804938373387198,2.437486023444545,0.0722652355182467,0.11773815394464782,1.0
1,0.8519715578539108,Decoupled_Classifier_0.2,0.8455074337427279,1.0220231429637925,2.145267555841234,0.08433667382486276,0.011309181521947487,0.9699418228829993
2,0.846194246929541,Decoupled_Classifier_0.2,0.8380736910148675,1.209085279547063,2.263898517062712,0.07239374973358648,0.09423561895078897,0.9610536522301228
3,0.8504363283775048,Decoupled_Classifier_0.2,0.8432449903038138,1.049986250725656,1.872934940022406,0.06906366263864017,0.026429511877933076,0.9638009049773756
4,0.8455478345184227,Decoupled_Classifier_0.2,0.8353264382676148,1.0427068289663708,2.0979582900642306,0.0958723602360596,0.023246237927678326,0.9565287653522948
0,0.8456690368455074,Decoupled_Classifier_0.5,0.8301551389786684,1.2955191887546889,2.5812768259693417,0.08020031216387347,0.12404509157604227,0.920814479638009
1,0.8494263089851325,Decoupled_Classifier_0.5,0.8437297996121526,1.0151175811870101,2.1474588403722263,0.08630517776187063,0.007763082231167395,0.9985455720749838
2,0.846194246929541,Decoupled_Classifier_0.5,0.8380736910148675,1.209085279547063,2.263898517062712,0.07239374973358648,0.09423561895078897,0.9610536522301228
3,0.8493051066580478,Decoupled_Classifier_0.5,0.840174531351002,1.0473280576858444,1.8992895592534906,0.0724901730083426,0.025024030500561345,0.9978991596638656
4,0.8455478345184227,Decoupled_Classifier_0.5,0.8353264382676148,1.0427068289663708,2.0979582900642306,0.0958723602360596,0.023246237927678326,0.9565287653522948
0,0.8456690368455074,Decoupled_Classifier_0.7,0.8301551389786684,1.2955191887546889,2.5812768259693417,0.08020031216387347,0.12404509157604227,0.920814479638009
1,0.8494263089851325,Decoupled_Classifier_0.7,0.8437297996121526,1.0151175811870101,2.1474588403722263,0.08630517776187063,0.007763082231167395,0.9985455720749838
2,0.846194246929541,Decoupled_Classifier_0.7,0.8380736910148675,1.209085279547063,2.263898517062712,0.07239374973358648,0.09423561895078897,0.9610536522301228
3,0.8455882352941176,Decoupled_Classifier_0.7,0.8374272786037492,1.0473280576858444,1.9291581277153864,0.07555599807597102,0.025024030500561345,0.9230769230769231
4,0.8455478345184227,Decoupled_Classifier_0.7,0.8353264382676148,1.0427068289663708,2.0979582900642306,0.0958723602360596,0.023246237927678326,0.9565287653522948
0,0.9995959922430511,RPT_RandomForestClassifier_50,0.8521331609566903,1.2785739313244568,2.334414403760588,0.05740926422722614,0.13756737349355896,0.9465093729799612
1,0.9989899806076277,RPT_RandomForestClassifier_50,0.8521331609566903,1.1670608108108107,1.7293551116027852,0.0862276306370795,0.09478627563733943,0.9384292178409825
2,0.9983031674208145,RPT_RandomForestClassifier_50,0.8589204912734324,1.1209102291904838,2.0918195092198406,0.060569975394722864,0.06641547800604042,0.9385908209437621
3,0.9986667744020685,RPT_RandomForestClassifier_50,0.8558500323206205,1.0087842586085736,1.7864612328641811,0.06367469887965982,0.005048424487685943,0.9414996767937944
4,0.9988283775048481,RPT_RandomForestClassifier_50,0.8581124757595345,1.1157084739348448,1.732553885775326,0.07215175785286965,0.06867185745302085,0.9355203619909502
0,0.9997575953458306,Massage_RandomForestClassifier_50_0.2,0.8555268261150614,1.3294360638807954,2.5026346421837857,0.05709317376421108,0.1545502521909904,0.9500646412411118
1,0.9996767937944409,Massage_RandomForestClassifier_50_0.2,0.8522947640594699,1.1932810750279956,2.5966721692256,0.07682056788355995,0.09925244393329502,0.9513574660633484
2,0.9994747899159664,Massage_RandomForestClassifier_50_0.2,0.8532643826761473,1.4733922334086706,2.887719352758854,0.05934046732190046,0.20669238360096887,0.9426308985132514
3,0.9997171945701357,Massage_RandomForestClassifier_50_0.2,0.8560116354234001,1.2583144029155569,2.2355629794971104,0.05308104060233887,0.12767263592378092,0.942792501616031
4,0.9996767937944409,Massage_RandomForestClassifier_50_0.2,0.8597285067873304,1.058872826314687,2.2836352555169954,0.09278591207262876,0.03681590177435057,0.9453781512605042
0,0.9996767937944409,Massage_RandomForestClassifier_50_0.5,0.8543956043956044,1.2851598296587787,2.197635184269467,0.049677809299566555,0.13729917724311563,0.9520038784744667
1,0.9996767937944409,Massage_RandomForestClassifier_50_0.5,0.8519715578539108,1.1653755228223315,2.6142024454735364,0.08086972083035082,0.08715737013609359,0.9432773109243697
2,0.9993939883645766,Massage_RandomForestClassifier_50_0.5,0.8545572074983839,1.424208244869073,2.740999642665714,0.057911130177001335,0.19119244839169486,0.9463477698771816
3,0.9997575953458306,Massage_RandomForestClassifier_50_0.5,0.8543956043956044,1.3018014157653877,2.3639631088541915,0.05488446711270856,0.14222825340667689,0.9478021978021978
4,0.9994747899159664,Massage_RandomForestClassifier_50_0.5,0.8581124757595345,1.0769047192888253,2.100043906078702,0.08768636888927195,0.04825185296099421,0.9484486102133161
0,0.9996767937944409,Massage_RandomForestClassifier_50_0.7,0.8522947640594699,1.3219673219488806,2.4310980336323227,0.057228921576189196,0.15104639795132668,0.9484486102133161
1,0.9994747899159664,Massage_RandomForestClassifier_50_0.7,0.851486748545572,1.1559556282960541,2.590098315632624,0.08140658554044389,0.08219283112900144,0.9502262443438914
2,0.9995151906916613,Massage_RandomForestClassifier_50_0.7,0.8556884292178409,1.2659628843280648,2.5240616539080003,0.0641433182569705,0.1348544202226808,0.9414996767937944
3,0.9994343891402715,Massage_RandomForestClassifier_50_0.7,0.8566580478345184,1.316713230378966,2.4206717763751127,0.0540952226025716,0.14925566029353565,0.9486102133160956
4,0.9996767937944409,Massage_RandomForestClassifier_50_0.7,0.8547188106011635,1.0201725641102726,2.320004970399496,0.09147629850486483,0.012558957849816532,0.9469941822882999
0,1.0,RPT_RandomForestClassifier_100,0.8582740788623141,1.437981779957954,2.5511271415689816,0.04708513827905991,0.19465856887020172,0.9505494505494505
1,0.9999595992243051,RPT_RandomForestClassifier_100,0.8524563671622495,1.0401031592520953,2.3543957831717317,0.0877153424003817,0.023845121717462114,0.9476405946994182
2,0.9991515837104072,RPT_RandomForestClassifier_100,0.8459922430510666,1.8573703366696996,4.326504800504029,0.0711219178028355,0.3381178792500224,0.8886554621848739
3,1.0,RPT_RandomForestClassifier_100,0.8576276664511958,1.143798313422347,2.1372379829368104,0.061690929718253185,0.07933700050888115,0.9490950226244343
4,0.9999595992243051,RPT_RandomForestClassifier_100,0.8605365223012282,1.0125931336742147,2.314601999173318,0.08670534419963916,0.008066931197125093,0.9513574660633484
0,0.9999595992243051,Massage_RandomForestClassifier_100_0.2,0.8540723981900452,1.3279423154944123,2.470369058353729,0.05698070501916308,0.15384948134305765,0.9482870071105365
1,0.9999595992243051,Massage_RandomForestClassifier_100_0.2,0.8519715578539108,1.1085279363431932,2.622967583597505,0.08825220711047477,0.06013034310906651,0.9507110536522301
2,0.9999595992243051,Massage_RandomForestClassifier_100_0.2,0.8555268261150614,1.4304892073602264,2.8060587168657984,0.05870984183876604,0.19402330472573587,0.9440853264382676
3,0.9998787976729153,Massage_RandomForestClassifier_100_0.2,0.8605365223012282,1.1590287226566587,2.1461863254469202,0.0584447619995877,0.08591206856164324,0.9503878474466709
4,0.9999191984486102,Massage_RandomForestClassifier_100_0.2,0.8571428571428571,1.053042028812954,2.049326627067264,0.08186493435056419,0.0333532978962342,0.9476405946994182
0,1.0,Massage_RandomForestClassifier_100_0.5,0.8558500323206205,1.2924370653873107,2.359192811168807,0.054996935857756446,0.14080303148277923,0.9510342598577892
1,0.9997575953458306,Massage_RandomForestClassifier_100_0.5,0.8545572074983839,1.1110880470506832,2.542591267000716,0.08354330708661417,0.06154878282537857,0.9505494505494505
2,0.9999595992243051,Massage_RandomForestClassifier_100_0.5,0.8534259857789269,1.3404312892885393,2.494368613913788,0.05729108565834917,0.16302343430718785,0.9445701357466063
3,1.0,Massage_RandomForestClassifier_100_0.5,0.8556884292178409,1.1915202623565238,2.216553090215672,0.060383936321935505,0.09906220466716742,0.9503878474466709
4,0.9999595992243051,Massage_RandomForestClassifier_100_0.5,0.8603749191984487,1.0192041878657767,2.2938854637860873,0.08688581703847698,0.012222055850864777,0.9482870071105365
0,0.9999595992243051,Massage_RandomForestClassifier_100_0.7,0.8563348416289592,1.411177295024527,2.6036374772445003,0.052720355300264865,0.18274546445534534,0.9507110536522301
1,0.9999191984486102,Massage_RandomForestClassifier_100_0.7,0.8524563671622495,1.1613384251682126,2.5404438081603438,0.07848723455022666,0.08502971056162556,0.9557207498383969
2,0.9998787976729153,Massage_RandomForestClassifier_100_0.7,0.8561732385261797,1.3871410495614318,2.6271359656959086,0.05612445874587757,0.17993879768348237,0.9455397543632837
3,1.0,Massage_RandomForestClassifier_100_0.7,0.8585972850678733,1.1802377096764338,2.153548885740049,0.05713776860327002,0.0952980993691489,0.9468325791855203
4,0.9999191984486102,Massage_RandomForestClassifier_100_0.7,0.8581124757595345,1.0361157617794787,2.1893611261505144,0.08596030099633845,0.022609867485213764,0.9531351001939238
0,1.0,RPT_RandomForestClassifier_200,0.8539107950872656,1.4369005906497148,2.542537487893665,0.050218837252677506,0.18878420583629646,0.9531351001939238
1,0.9999595992243051,RPT_RandomForestClassifier_200,0.8535875888817065,1.3092945128779396,3.294397084661938,0.0846170365068003,0.15882691201840138,0.9193600517129928
2,0.999636393018746,RPT_RandomForestClassifier_200,0.8484162895927602,2.000244977951984,4.649077311825213,0.06657119613571083,0.3662868933345294,0.8826761473820297
3,1.0,RPT_RandomForestClassifier_200,0.8573044602456367,1.2810635898609226,2.405177077827182,0.05684495720718519,0.13891648694275488,0.9534583063994829
4,0.9997575953458306,RPT_RandomForestClassifier_200,0.851486748545572,1.284823901859913,3.5258730815914165,0.09508575528161989,0.16165680916373437,0.8778280542986425
0,1.0,Massage_RandomForestClassifier_200_0.2,0.8561732385261797,1.3279423154944123,2.2336619905689665,0.04595848753377918,0.15384948134305765,0.9523270846800258
1,0.9999595992243051,Massage_RandomForestClassifier_200_0.2,0.8540723981900452,1.1653755228223315,2.700315265234012,0.08223455022667625,0.08715737013609359,0.9536199095022625
2,0.9999595992243051,Massage_RandomForestClassifier_200_0.2,0.8543956043956044,1.3093114952987563,2.556551586701667,0.0618312263609917,0.15247749768248553,0.947317388493859
3,1.0,Massage_RandomForestClassifier_200_0.2,0.8553652230122818,1.1983134223471539,2.319206492335437,0.06421572683277077,0.1025759081105968,0.9536199095022625
4,0.9999595992243051,Massage_RandomForestClassifier_200_0.2,0.859082094376212,1.03155137516371,2.193010061360765,0.08487746396331186,0.019839784382720715,0.9466709760827408
0,1.0,Massage_RandomForestClassifier_200_0.5,0.8561732385261797,1.4174842326559216,2.4765812186010563,0.04769404013815992,0.1855485478470763,0.9503878474466709
1,0.9999595992243051,Massage_RandomForestClassifier_200_0.5,0.8540723981900452,1.1098079916969383,2.492736536275211,0.08223455022667625,0.060839562967222593,0.9518422753716871
2,0.9999595992243051,Massage_RandomForestClassifier_200_0.5,0.8535875888817065,1.371914473825302,2.6742861518379013,0.06085384755611456,0.17286165684837979,0.9482870071105365
3,1.0,Massage_RandomForestClassifier_200_0.5,0.8582740788623141,1.2186929023190443,2.2238197736990606,0.055762901300963286,0.11311701844088495,0.9513574660633484
4,0.9999595992243051,Massage_RandomForestClassifier_200_0.5,0.8573044602456367,1.014530016742406,2.1592714450321377,0.08168446151172648,0.009096353971700166,0.9500646412411118
0,1.0,Massage_RandomForestClassifier_200_0.7,0.8521331609566903,1.4255481029132044,2.63809738503156,0.05567371162284551,0.18387880990076738,0.9515190691661279
1,0.9999595992243051,Massage_RandomForestClassifier_200_0.7,0.8540723981900452,1.1110880470506832,2.549033643521833,0.08408017179670724,0.06154878282537857,0.9495798319327731
2,0.9999595992243051,Massage_RandomForestClassifier_200_0.7,0.8547188106011635,1.3035689010211302,2.6419188851170268,0.06521532111564476,0.14964664134844452,0.9419844861021331
3,1.0,Massage_RandomForestClassifier_200_0.7,0.8561732385261797,1.2311058583019228,2.2805530507965135,0.058107355764443924,0.11688112373890347,0.9539431157078216
4,0.9999595992243051,Massage_RandomForestClassifier_200_0.7,0.8581124757595345,1.0126761411538,2.314262383839101,0.08423423310340472,0.007879763419929686,0.9505494505494505
0,0.8936651583710408,RPT_XGBClassifier_50,0.8682934712346477,1.193362698968866,2.120141268409979,0.048052762145432526,0.1002621402060786,0.9675177763413058
1,0.8923319327731093,RPT_XGBClassifier_50,0.8745959922430511,1.0039936844060555,1.9490918796937748,0.06319852063946552,0.0024726854514088847,0.9697802197802198
2,0.8934227537168714,RPT_XGBClassifier_50,0.8731415643180349,1.0085173201370385,1.881926953955748,0.059812982964344896,0.0053527107442959965,0.9731738849385908
3,0.8900290885585003,RPT_XGBClassifier_50,0.8726567550096962,1.0942533021641545,1.9639629581919933,0.051861273589337675,0.0530851931729146,0.9738202973497091
4,0.892453135100194,RPT_XGBClassifier_50,0.8665158371040724,1.157015624518475,1.885426287461384,0.0834799849485095,0.09536198248109606,0.9704266321913381
0,0.896210407239819,Massage_XGBClassifier_50_0.2,0.8670006464124111,1.4041234831999412,2.6134021307150253,0.04602439814496695,0.18958879458762667,0.9705882352941176
1,0.893947963800905,Massage_XGBClassifier_50_0.2,0.8758888170652877,1.1633569739952718,2.534001431639227,0.0636125029825817,0.09271612037569488,0.9712346477052359
2,0.8944731738849386,Massage_XGBClassifier_50_0.2,0.8726567550096962,1.1353587436389985,2.3633472477138726,0.062219698914120936,0.08007136947659066,0.9713962508080155
3,0.8922915319974144,Massage_XGBClassifier_50_0.2,0.8771816418875242,1.2011156008432888,2.3054484877198878,0.050282784569063765,0.1109603314997456,0.9783451842275371
4,0.8941499676793795,Massage_XGBClassifier_50_0.2,0.8695862960568843,1.043503396444573,2.2932062331176533,0.08522920468939288,0.028168750467919446,0.982546864899806
0,0.896210407239819,Massage_XGBClassifier_50_0.5,0.8670006464124111,1.4041234831999412,2.6134021307150253,0.04602439814496695,0.18958879458762667,0.9705882352941176
1,0.893947963800905,Massage_XGBClassifier_50_0.5,0.8758888170652877,1.1633569739952718,2.534001431639227,0.0636125029825817,0.09271612037569488,0.9712346477052359
2,0.8944731738849386,Massage_XGBClassifier_50_0.5,0.8726567550096962,1.1353587436389985,2.3633472477138726,0.062219698914120936,0.08007136947659066,0.9713962508080155
3,0.8922915319974144,Massage_XGBClassifier_50_0.5,0.8771816418875242,1.2011156008432888,2.3054484877198878,0.050282784569063765,0.1109603314997456,0.9783451842275371
4,0.8941499676793795,Massage_XGBClassifier_50_0.5,0.8695862960568843,1.043503396444573,2.2932062331176533,0.08522920468939288,0.028168750467919446,0.982546864899806
0,0.896210407239819,Massage_XGBClassifier_50_0.7,0.8670006464124111,1.4041234831999412,2.6134021307150253,0.04602439814496695,0.18958879458762667,0.9705882352941176
1,0.893947963800905,Massage_XGBClassifier_50_0.7,0.8758888170652877,1.1633569739952718,2.534001431639227,0.0636125029825817,0.09271612037569488,0.9712346477052359
2,0.8944731738849386,Massage_XGBClassifier_50_0.7,0.8726567550096962,1.1353587436389985,2.3633472477138726,0.062219698914120936,0.08007136947659066,0.9713962508080155
3,0.8922915319974144,Massage_XGBClassifier_50_0.7,0.8771816418875242,1.2011156008432888,2.3054484877198878,0.050282784569063765,0.1109603314997456,0.9783451842275371
4,0.8941499676793795,Massage_XGBClassifier_50_0.7,0.8695862960568843,1.043503396444573,2.2932062331176533,0.08522920468939288,0.028168750467919446,0.982546864899806
0,0.9132191338073691,RPT_XGBClassifier_100,0.8657078215901746,1.7510352296617189,3.476288861881052,0.04399603414450126,0.30597731578810766,0.9350355526826115
1,0.9097850678733032,RPT_XGBClassifier_100,0.8676470588235294,1.3147481360247317,2.9505189692197566,0.06535671677403954,0.1658807743914127,0.9326115061409179
2,0.9080882352941176,RPT_XGBClassifier_100,0.8713639301874596,1.0017487475186693,1.954322719723974,0.06364903605902006,0.0011064262432344263,0.9726890756302521
3,0.9040481577246283,RPT_XGBClassifier_100,0.8718487394957983,1.1067305348000058,1.9445654435735589,0.04929188163576115,0.06011260005977337,0.9709114414996768
4,0.9096638655462185,RPT_XGBClassifier_100,0.8707175177763413,1.08898891966759,2.6895744817523606,0.08051375903166136,0.057722542487085415,0.9466709760827408
0,0.9122495151906916,Massage_XGBClassifier_100_0.2,0.8658694246929541,1.4175672186773873,2.7195978018612723,0.04902234930660643,0.19589573221902123,0.964770523594053
1,0.9097850678733032,Massage_XGBClassifier_100_0.2,0.8713639301874596,1.18917142362913,2.4290595751002826,0.05939513242662853,0.1048111941728963,0.9592760180995475
2,0.9110374919198448,Massage_XGBClassifier_100_0.2,0.870071105365223,1.2887856008875118,2.622912274432732,0.055724800601724245,0.15049390468785828,0.9694570135746606
3,0.9057449903038138,Massage_XGBClassifier_100_0.2,0.8737879767291532,1.2907003982197236,2.4494075585718127,0.047127769823317456,0.15036227494123633,0.9701034259857789
4,0.9089770523594053,Massage_XGBClassifier_100_0.2,0.8710407239819005,1.0061054892871275,2.2963965589845396,0.07670067756811871,0.004042823987422284,0.9667097608274079
0,0.9122495151906916,Massage_XGBClassifier_100_0.5,0.8658694246929541,1.4175672186773873,2.7195978018612723,0.04902234930660643,0.19589573221902123,0.964770523594053
1,0.9097850678733032,Massage_XGBClassifier_100_0.5,0.8713639301874596,1.18917142362913,2.4290595751002826,0.05939513242662853,0.1048111941728963,0.9592760180995475
2,0.9110374919198448,Massage_XGBClassifier_100_0.5,0.870071105365223,1.2887856008875118,2.622912274432732,0.055724800601724245,0.15049390468785828,0.9694570135746606
3,0.9057449903038138,Massage_XGBClassifier_100_0.5,0.8737879767291532,1.2907003982197236,2.4494075585718127,0.047127769823317456,0.15036227494123633,0.9701034259857789
4,0.9089770523594053,Massage_XGBClassifier_100_0.5,0.8710407239819005,1.0061054892871275,2.2963965589845396,0.07670067756811871,0.004042823987422284,0.9667097608274079
0,0.9122495151906916,Massage_XGBClassifier_100_0.7,0.8658694246929541,1.4175672186773873,2.7195978018612723,0.04902234930660643,0.19589573221902123,0.964770523594053
1,0.9097850678733032,Massage_XGBClassifier_100_0.7,0.8713639301874596,1.18917142362913,2.4290595751002826,0.05939513242662853,0.1048111941728963,0.9592760180995475
2,0.9110374919198448,Massage_XGBClassifier_100_0.7,0.870071105365223,1.2887856008875118,2.622912274432732,0.055724800601724245,0.15049390468785828,0.9694570135746606
3,0.9057449903038138,Massage_XGBClassifier_100_0.7,0.8737879767291532,1.2907003982197236,2.4494075585718127,0.047127769823317456,0.15036227494123633,0.9701034259857789
4,0.9089770523594053,Massage_XGBClassifier_100_0.7,0.8710407239819005,1.0061054892871275,2.2963965589845396,0.07670067756811871,0.004042823987422284,0.9667097608274079
0,0.9370959922430511,RPT_XGBClassifier_200,0.862152553329024,1.544858804144018,3.20746257889991,0.054905782884837384,0.24888612041146502,0.9385908209437621
1,0.9312378797672916,RPT_XGBClassifier_200,0.8676470588235294,1.0234749034749036,2.0025053686471006,0.0727392030541637,0.014567759248610312,0.9618616677440207
2,0.9348739495798319,RPT_XGBClassifier_200,0.8627989657401423,1.4823071479122436,3.1273288501818985,0.05815267848046468,0.23096398632417298,0.9369747899159664
3,0.9253393665158371,RPT_XGBClassifier_200,0.868939883645766,1.0919325368938861,1.8788933756746515,0.04906694414566526,0.05283479131832536,0.9686489980607628
4,0.9351163542340013,RPT_XGBClassifier_200,0.8661926308985133,1.12073949174997,2.8315737231546656,0.08384093062618503,0.07505427865538672,0.9410148674854557
0,0.9353587588881707,Massage_XGBClassifier_200_0.2,0.8623141564318035,1.3410126138752627,2.6544372489548325,0.05646099283818107,0.1684012908025989,0.9634776987718164
1,0.9330963154492566,Massage_XGBClassifier_200_0.2,0.8673238526179703,1.1277585353785256,2.373918136266025,0.0675602481507993,0.07423806785508913,0.9545895281189399
2,0.9350355526826115,Massage_XGBClassifier_200_0.2,0.8668390433096316,1.2733825008380826,2.568083980299419,0.05742742894353303,0.14631739481474837,0.9618616677440207
