Fold,Validation Accuracy,Model,Validation Positive Parity,Training Accuracy,Validation Accuracy Parity,Validation Counterfactual Invariance,Validation Recall Parity,Validation TNR Parity
1,0.6174895034023454,RPT_RandomForestClassifier_2,2.1098831867339185,1.0,0.0223678817907398,0.5545099174750253,1.781245236176746,0.3541980009675922
2,0.619516432604604,RPT_RandomForestClassifier_2,2.0141159738322494,1.0,0.0467853995397296,0.5876646879976835,1.7996466087516303,0.3573641924067021
3,0.6276241494136383,RPT_RandomForestClassifier_2,2.060128783847037,1.0,0.0380652613048363,0.5834660489358622,1.7814305398356385,0.3594751661894502
4,0.6170767004341534,RPT_RandomForestClassifier_2,2.0252707227546445,1.0,0.0288869162644734,0.5778581765557164,1.7469391626658106,0.3404083397067137
0,0.6116982771101781,Massage_RandomForestClassifier_2,1.9836889720619664,1.0,0.0435808415776498,0.5760822354133488,1.7855562980287336,0.3489470012912035
1,0.6177790647169538,Massage_RandomForestClassifier_2,2.1637808465851447,1.0,0.0275257580209183,0.5490082524974663,1.8428311959379453,0.3685692689632172
2,0.6196612132619083,Massage_RandomForestClassifier_2,2.0047420588846383,1.0,0.0387692636803658,0.5905603011437672,1.764745722196769,0.3451507241773028
3,0.6219777037787751,Massage_RandomForestClassifier_2,2.18566765958035,1.0,0.0493646401732651,0.5821630230201245,1.957088203824636,0.3952050962123633
4,0.6128798842257598,Massage_RandomForestClassifier_2,2.135567904407041,1.0,0.0249209099245749,0.5701881331403763,1.8302062204192024,0.3593023642469989
0,0.6337049370204141,XGBClassifier_3,2.402555567756326,0.7266476059498389,0.0559959101235187,0.6073548573910525,2.065631602262659,0.464121239555351
1,0.6425365571159694,XGBClassifier_3,2.761969981045659,0.7196988889291014,0.059343555854436,0.5600115824525843,2.3141184574923512,0.5169147630221789
2,0.6439843636890111,XGBClassifier_3,2.594891810869372,0.7211465383084217,0.059282891706658,0.5824525843347329,2.1947500081928712,0.4916449148758275
3,0.6442739250036195,XGBClassifier_3,2.5865315690743595,0.7196626976946183,0.0468247991087265,0.5894020558853337,2.138451422379148,0.478822942161657
4,0.6373371924746744,XGBClassifier_3,2.5919059040865275,0.7180758650644274,0.0579566837063338,0.5927641099855282,2.208787895400471,0.4887994768286059
0,0.597509772694368,RPT_XGBClassifier_3,1.00778925120307,0.7185407694256452,0.0681635661472469,0.7909367308527581,1.0086142480508675,0.0058942697279567
1,0.616331258143912,RPT_XGBClassifier_3,1.0439102371960116,0.704715717853136,0.0267813445033254,0.7915158534819748,1.0281204326220403,0.0195240806502394
2,0.6232807296945128,RPT_XGBClassifier_3,1.0120596004867768,0.7105425066049003,0.0665792720328638,0.797162299116838,1.0016088656939512,0.0011354135137807
3,0.6056174895034023,RPT_XGBClassifier_3,1.0024550389771054,0.7084796062393688,0.045738481544978,0.8010713768640509,1.0460560212949912,0.0316347593738244
4,0.6099855282199711,RPT_XGBClassifier_3,1.0199463638520947,0.7080136093817866,0.0331016160712303,0.7972503617945007,1.0314665970346557,0.0213713297642403
0,0.6337049370204141,Massage_XGBClassifier_3,2.402555567756326,0.7266476059498389,0.0559959101235187,0.6073548573910525,2.065631602262659,0.464121239555351
1,0.6425365571159694,Massage_XGBClassifier_3,2.761969981045659,0.7196988889291014,0.059343555854436,0.5600115824525843,2.3141184574923512,0.5169147630221789
2,0.6439843636890111,Massage_XGBClassifier_3,2.594891810869372,0.7211465383084217,0.059282891706658,0.5824525843347329,2.1947500081928712,0.4916449148758275
3,0.6442739250036195,Massage_XGBClassifier_3,2.5865315690743595,0.7196626976946183,0.0468247991087265,0.5894020558853337,2.138451422379148,0.478822942161657
4,0.6373371924746744,Massage_XGBClassifier_3,2.5919059040865275,0.7180758650644274,0.0579566837063338,0.5927641099855282,2.208787895400471,0.4887994768286059
0,0.6287823946720719,XGBClassifier_4,2.2676983939241,0.766494155115631,0.0549143472108999,0.6387722600260605,1.980453367439669,0.432334258448478
1,0.6387722600260605,XGBClassifier_4,2.4416255400637144,0.7718866490535993,0.0511806833512249,0.6134356449978283,2.0622736026854427,0.4520070956764424
2,0.6403648472564065,XGBClassifier_4,2.353676515774472,0.7681951431363324,0.0609418815763023,0.6374692341103229,2.042977283135268,0.4453420700112979
3,0.6371796727957145,XGBClassifier_4,2.3902537176145944,0.7649017407983786,0.0472657775761133,0.6253076588967714,2.0290208229347546,0.4418139787408803
4,0.6309696092619392,XGBClassifier_4,2.3746327717133364,0.761835818734617,0.0659503739524729,0.6263386396526773,2.1147268188961816,0.4544186922931976
0,0.5995367018966266,RPT_XGBClassifier_4,1.058761461622477,0.7642864898121675,0.0522189865522064,0.8185898363978572,1.0279499634850733,0.018744341708841
1,0.6166208194585203,RPT_XGBClassifier_4,1.078282417801404,0.7668560674604611,0.0339698937848527,0.8062834805270016,1.0109651616816406,0.0076156749943226
2,0.6145938902562618,RPT_XGBClassifier_4,1.0347845953171433,0.7652274619087257,0.0561690113789639,0.8245258433473288,1.015245402008516,0.0102872734791976
3,0.6051831475314898,RPT_XGBClassifier_4,1.0412783145708946,0.7612102348811118,0.0464523306662175,0.8253945272911539,1.000963857017939,0.0006587587942978
4,0.6088277858176556,RPT_XGBClassifier_4,1.0383462640597283,0.7583610829593166,0.0321256826179529,0.8175108538350218,1.0113655696411612,0.0076269965306642
0,0.6287823946720719,Massage_XGBClassifier_4,2.2676983939241,0.766494155115631,0.0549143472108999,0.6387722600260605,1.980453367439669,0.432334258448478
1,0.6387722600260605,Massage_XGBClassifier_4,2.4416255400637144,0.7718866490535993,0.0511806833512249,0.6134356449978283,2.0622736026854427,0.4520070956764424
2,0.6403648472564065,Massage_XGBClassifier_4,2.353676515774472,0.7681951431363324,0.0609418815763023,0.6374692341103229,2.042977283135268,0.4453420700112979
3,0.6371796727957145,Massage_XGBClassifier_4,2.3902537176145944,0.7649017407983786,0.0472657775761133,0.6253076588967714,2.0290208229347546,0.4418139787408803
4,0.6309696092619392,Massage_XGBClassifier_4,2.3746327717133364,0.761835818734617,0.0659503739524729,0.6263386396526773,2.1147268188961816,0.4544186922931976
0,0.619516432604604,XGBClassifier_5,2.1005774946098144,0.8312764648402157,0.0542674411176755,0.6769943535543651,1.880502670071976,0.3939844016681755
1,0.6331258143911973,XGBClassifier_5,2.228028794565533,0.8354384568057617,0.0341981374765949,0.6555668162733459,1.8630496672882475,0.389436130684193
2,0.6300854205878095,XGBClassifier_5,2.1058836071155453,0.8332669827367811,0.054414073949275,0.6822064572173158,1.861597459294716,0.3879094755895459
3,0.6338497176777182,XGBClassifier_5,2.23047976391231,0.8277659150953639,0.0451100019568724,0.6684522947734183,1.917524845630613,0.403992319762877
4,0.6260492040520984,XGBClassifier_5,2.241128320526386,0.82543072245548,0.0472422393359288,0.667438494934877,1.9509190041657367,0.4063489952227357
0,0.5970754307224555,RPT_XGBClassifier_5,1.0693438108573377,0.8341355723643733,0.0506662361122262,0.8306066309541046,1.0432747501543669,0.028084046958251
1,0.6141595482843493,RPT_XGBClassifier_5,1.1394655987155395,0.8375375484057761,0.0209264871071225,0.8335022441001882,1.048954668634716,0.0321642142262389
2,0.610829593166353,RPT_XGBClassifier_5,1.060487222106794,0.8336650863160943,0.0432283942863277,0.8353843926451426,1.0229950973969066,0.0151859216216296
3,0.6059070508180107,RPT_XGBClassifier_5,1.0531829851952252,0.8320364807643589,0.0549105413052104,0.8395830317069639,1.0308975223863317,0.0203388948019554
4,0.596671490593343,RPT_XGBClassifier_5,1.0616697963310704,0.8239829158824381,0.0290729405642445,0.8324167872648336,1.0151716561573405,0.009766235493632
0,0.619516432604604,Massage_XGBClassifier_5,2.1005774946098144,0.8312764648402157,0.0542674411176755,0.6769943535543651,1.880502670071976,0.3939844016681755
1,0.6331258143911973,Massage_XGBClassifier_5,2.228028794565533,0.8354384568057617,0.0341981374765949,0.6555668162733459,1.8630496672882475,0.389436130684193
2,0.6300854205878095,Massage_XGBClassifier_5,2.1058836071155453,0.8332669827367811,0.054414073949275,0.6822064572173158,1.861597459294716,0.3879094755895459
3,0.6338497176777182,Massage_XGBClassifier_5,2.23047976391231,0.8277659150953639,0.0451100019568724,0.6684522947734183,1.917524845630613,0.403992319762877
4,0.6260492040520984,Massage_XGBClassifier_5,2.241128320526386,0.82543072245548,0.0472422393359288,0.667438494934877,1.9509190041657367,0.4063489952227357
0,0.570725351093094,GaussianNB_6,1.0066725265643164,0.5712786363142847,0.1749643141867492,0.9998552193426958,1.0464416549473063,0.0396993128422802
1,0.5733314029245693,GaussianNB_6,1.0089465116387244,0.5712786363142847,0.1661784597147433,0.9998552193426958,1.0209576353695984,0.0184193579882858
2,0.573910525553786,GaussianNB_6,1.0160674048462333,0.5735224928522312,0.1924179201863148,0.9995656580280876,1.042716478988184,0.0369988971767124
3,0.5642102215144057,GaussianNB_6,1.0069303110964656,0.5737758314936122,0.1914245134521334,0.9997104386853916,1.0459400164259312,0.0395496746010755
4,0.5767004341534009,GaussianNB_6,1.0115994902979355,0.5696756913276386,0.1936437598961753,0.9995658465991316,1.0579426402626462,0.0491404249659163
0,0.5686984218908354,RPT_GaussianNB_6,1.0397613597741089,0.5704462379211754,0.1699948681192604,0.9617779064716954,1.004237973701353,0.0037125810712536
1,0.565223686115535,RPT_GaussianNB_6,1.1425546702809986,0.5680938076797799,0.1551054556416372,0.888374113218474,1.1044969745267197,0.0865995056722627
2,0.5730418416099609,RPT_GaussianNB_6,1.058260640170907,0.5723643733487749,0.1952832496992088,0.9632257130447373,1.0072271278505631,0.0063637099215136
3,0.5618937309975387,RPT_GaussianNB_6,1.0515133314038267,0.5717129311280807,0.1914173993243723,0.9648183002750832,1.003897421448102,0.0034235837912134
4,0.5762662807525326,RPT_GaussianNB_6,1.0578757490012325,0.5684812509048791,0.1916504440784776,0.9578871201157744,1.01154224469202,0.0100411221583036
0,0.570725351093094,Massage_GaussianNB_6,1.007165389490419,0.5712424450798017,0.1749643141867492,0.9997104386853916,1.046842283452263,0.0400417785957047
1,0.5733314029245693,Massage_GaussianNB_6,1.010518812537492,0.5713148275487677,0.1675322417489758,1.0,1.0209576353695984,0.0184193579882858
2,0.573910525553786,Massage_GaussianNB_6,1.0163762691090978,0.5734139191487821,0.1931032457263646,0.9998552193426958,1.0431074487965784,0.0373375358492488
3,0.5640654408571015,Massage_GaussianNB_6,1.007752790999134,0.5736310665556802,0.1912137208720323,1.0,1.0446109948040432,0.0384543843491588
4,0.5772793053545586,Massage_GaussianNB_6,1.0117341401803783,0.5697480816562908,0.1944743246802285,0.9997105643994212,1.0581735023925694,0.0493997938350014
0,0.57231793832344,MLPClassifier_7,1.228810817405018,0.5772139987694981,0.06123953185214,0.97784855943246,1.2495766258404708,0.1327650306475311
1,0.581728681048212,MLPClassifier_7,1.048094262360063,0.5832941261626434,0.1269042766144982,0.9959461415954828,1.069187985701738,0.0533185013071271
2,0.4703923555812943,MLPClassifier_7,1.2792633984712456,0.4793167094929608,0.1165042503677659,0.9913131605617488,1.3126826955638335,0.0432359921963265
3,0.5608802663964094,MLPClassifier_7,1.036795611980087,0.5680938076797799,0.1865762841098062,0.9965252642246996,1.052186780865336,0.0482999231448072
4,0.5850940665701881,MLPClassifier_7,1.0274836378207506,0.5834660489358622,0.1570380251120905,0.9949348769898696,1.0933854307120496,0.0706259213691129
0,0.5807152164470827,RPT_MLPClassifier_7,1.0155309181914938,0.5801816799971047,0.1570984537742961,0.9998552193426958,1.0637842465753429,0.0503087015242138
1,0.5167221659186333,RPT_MLPClassifier_7,1.394957704794929,0.5124678802793964,0.0343169143569692,0.9994208773707832,1.4566386898669397,0.1223576339407662
2,0.4800926596206746,RPT_MLPClassifier_7,1.5920220724364993,0.4848539683688611,0.1080662230654759,0.9966700448820036,1.9092804819363005,0.0764439343220783
3,0.5621832923121471,RPT_MLPClassifier_7,1.406193754864444,0.5619412978176686,0.0457733700071492,0.9949326769943536,1.4906544481617976,0.1961542974578928
4,0.4978292329956584,RPT_MLPClassifier_7,1.2665662721977622,0.5022441001882149,0.0901345245234763,0.992040520984081,1.088879368632114,0.033803300856804
0,0.4711162588678153,Massage_MLPClassifier_7,1.2103325419574464,0.4690745901342695,0.0966198155453204,0.9911683799044448,1.1314225918677971,0.0358813576930497
1,0.5882438106269002,Massage_MLPClassifier_7,1.3896785596448122,0.5872389707212913,0.0686570548860907,0.9609092225278704,1.3753525474695556,0.200751255291863
2,0.558998117851455,Massage_MLPClassifier_7,1.0170980468332194,0.5606022221417972,0.1675909184989475,0.9989865353988708,1.0093244657610194,0.0090975429217025
3,0.5543651368177211,Massage_MLPClassifier_7,1.0204800278053114,0.5583583656038508,0.0680462422202627,0.97958592732011,1.038020343436038,0.0241114773816714
4,0.529232995658466,Massage_MLPClassifier_7,1.3174983989112596,0.5312002316490517,0.0046498142136843,0.9742402315484804,1.2286931199888569,0.1164710316008822
0,0.456782973794701,MLPClassifier_8,1.054455911501877,0.4620172994100829,0.1370134993663778,0.9971043868539164,1.0898009616743425,0.0183907448908413
1,0.57231793832344,MLPClassifier_8,1.3272074519167312,0.5750063334660346,0.0320390834736866,0.9846532503257563,1.3075443725874485,0.1470147804651683
2,0.5526277689300709,MLPClassifier_8,1.4396018531078878,0.5643661105280301,0.0487969247566733,0.990444476617924,1.4434849682055912,0.211930869761964
3,0.4887794990589257,MLPClassifier_8,1.3861985865453053,0.4953494263689334,0.1250442440274461,0.998407412769654,1.1308697532266694,0.0404219829243381
4,0.5953690303907381,MLPClassifier_8,1.0816092246905442,0.5974735775300419,0.1121684880389152,0.9872648335745297,1.0736099261527683,0.0577616688280738
0,0.5818734617055161,RPT_MLPClassifier_8,1.0412692253830689,0.5914009626868373,0.1385422215866791,0.9833502244100188,1.0791640499273856,0.0598662046038083
1,0.5841899522223831,RPT_MLPClassifier_8,1.0028943731415814,0.5952372335420362,0.1453628114291583,0.9888518893875778,1.0186284544524054,0.0159729512989541
2,0.418995222238309,RPT_MLPClassifier_8,1.0672903949171546,0.4296261445477905,0.1635351248439488,0.9973939481685248,1.4069594975307411,0.0735917276266223
3,0.4712610395251194,RPT_MLPClassifier_8,1.1703324052894328,0.4644783033549274,0.0973741851887368,0.9642391776458664,1.0123313069009707,0.0048757960473717
4,0.5544138929088278,RPT_MLPClassifier_8,1.0214160020505338,0.5611698277110178,0.014349851021904,0.9613603473227208,1.020918371605773,0.0111107416397876
0,0.4405675401766324,Massage_MLPClassifier_8,1.058992848586315,0.44489884549962,0.1261706187227496,0.9933400897640076,1.2630924847363156,0.0728910342985203
1,0.4450557405530621,Massage_MLPClassifier_8,1.155145991390737,0.4484817777134378,0.1158401906074927,0.9982626321123498,1.1961785802621816,0.0348047975900151
2,0.57231793832344,Massage_MLPClassifier_8,1.025932807612493,0.5701567080453114,0.1428449810893015,0.9955117996235704,1.0226023301222702,0.0176268171860624
3,0.576227016070653,Massage_MLPClassifier_8,1.292910738048172,0.5899533133075169,0.1012221486770841,0.978717243376285,1.364760732519485,0.1965632863084191
4,0.4489146164978292,Massage_MLPClassifier_8,1.1946038457666364,0.4562762414941363,0.1603172487759679,0.994356005788712,1.1254369686245738,0.006443210410224
0,0.5630519762559723,MLPClassifier_9,1.0712807548185848,0.5713148275487677,0.1496458963219438,0.9998552193426958,1.0645394193667963,0.0568478309265497
1,0.6002606051831475,MLPClassifier_9,1.5067609778088151,0.5988563569903369,0.0380128157509903,0.9956565802808744,1.406645477562894,0.2070274403455247
2,0.5773852613290864,MLPClassifier_9,1.2888957747436027,0.5852122615902429,0.0521154006053725,0.9997104386853916,1.1861313132492646,0.1313625861206092
3,0.5941798175763718,MLPClassifier_9,1.2599713173336071,0.6034164525351959,0.0984165510864539,0.9986969740842624,1.2652070708785956,0.1649919126605064
4,0.5626628075253256,MLPClassifier_9,1.030397176826869,0.5622556826407992,0.1550022687825047,1.0,1.0148276548110984,0.0143739123687914
0,0.5782539452729115,RPT_MLPClassifier_9,1.0765977240997782,0.5847055843074808,0.1083204840963465,0.8562328072969452,1.030043908271182,0.0212673830125113
1,0.5594324598233676,RPT_MLPClassifier_9,1.0001624894840278,0.5573088198038435,0.1785265512387977,1.0,1.00068282690338,0.0006823609689525
2,0.5106413783118575,RPT_MLPClassifier_9,2.598654756499183,0.506279179182802,0.1057341119472869,0.3350224410018821,2.269662160772674,0.5550741109236446
3,0.5686984218908354,RPT_MLPClassifier_9,1.483623575355356,0.5698309869349644,0.1245897194811715,0.6086578833067902,1.4033085124147044,0.2688260322157951
4,0.573082489146165,RPT_MLPClassifier_9,1.3740803319518828,0.5773128710004344,0.1418593941874744,0.67178002894356,1.2972995914902647,0.2173965572662077
0,0.5857825394527291,Massage_MLPClassifier_9,1.846157892181456,0.5893380623213058,0.0275090882345528,0.997683509483133,1.819353219401187,0.2725259353804598
1,0.559722021137976,Massage_MLPClassifier_9,1.000639398522524,0.5589736165900618,0.1775924083149304,1.0,1.0001452768514545,0.0001448097233146
2,0.6021427537281019,Massage_MLPClassifier_9,1.246633349715019,0.5966125004523904,0.0773642937356661,0.9991313160561748,1.22342801156433,0.1389010425875591
3,0.5521934269581584,Massage_MLPClassifier_9,1.0036297166680674,0.5610365169555933,0.189410338211481,1.0,1.00536461614295,0.0053176096488166
